ProductionID,LineID,ProductID,Date,Shift,Output,DefectiveUnits,DowntimeHours,Defective_Categories
5536,4,7,2021-02-24,Morning,1025,37,0.48,"Process Issue, Material, Human Error"
5537,5,37,2022-02-26,Morning,1269,50,0.04,"Material, Machine, Process Issue"
5538,2,25,2021-04-30,Afternoon,1555,63,0.95,"Human Error, Machine"
5539,2,36,2022-01-31,Afternoon,769,10,1.55,"Material, Process Issue, Machine"
5540,3,1,2022-02-06,Morning,1310,49,1.72,Material
5541,2,4,2020-12-22,Afternoon,783,12,0.41,"Process Issue, Machine"
5542,3,43,2022-12-13,Morning,1350,38,0.81,"Human Error, Process Issue, Material"
5543,1,17,2021-03-25,Afternoon,1290,40,1.93,Process Issue
5544,3,41,2021-10-06,Night,1584,68,1.08,Human Error
5545,4,39,2022-11-03,Afternoon,1779,43,1.48,Material
5546,4,25,2020-03-07,Morning,1768,25,1.14,"Material, Human Error"
5547,4,23,2022-06-22,Morning,704,32,0.32,Material
5548,5,22,2022-04-13,Morning,1423,39,0.06,"Human Error, Process Issue"
5549,1,20,2021-12-15,Morning,1758,20,1.25,Human Error
5550,2,38,2021-10-27,Night,1954,82,1.59,Machine
5551,2,41,2022-05-28,Night,1786,22,1.48,Machine
5552,1,8,2020-10-08,Afternoon,708,7,0.83,"Human Error, Machine"
5553,1,36,2020-11-28,Morning,1205,45,0.95,"Human Error, Process Issue"
5554,1,8,2022-07-18,Night,704,23,0.85,Material
5555,4,43,2021-03-11,Morning,857,18,0.68,"Human Error, Process Issue, Machine"
5556,2,25,2022-06-22,Morning,964,34,1.74,"Human Error, Machine, Process Issue"
5557,4,28,2020-03-11,Night,859,43,0.59,"Machine, Material, Process Issue"
5558,5,38,2022-05-22,Afternoon,750,30,0.23,"Machine, Material"
5559,2,13,2022-01-20,Afternoon,644,24,0.62,Human Error
5560,3,25,2022-05-06,Night,642,8,0.75,Material
5561,1,19,2021-05-20,Night,1638,44,1.2,"Process Issue, Material"
5562,3,14,2020-08-11,Afternoon,1082,47,0.37,"Material, Human Error, Machine"
5563,1,43,2022-01-07,Morning,1342,52,0.71,"Process Issue, Material, Human Error"
5564,2,47,2022-02-04,Afternoon,562,21,0.88,Material
5565,3,21,2020-09-22,Afternoon,1576,27,1.24,Machine
5566,4,18,2022-10-05,Afternoon,940,47,1.5,"Process Issue, Machine"
5567,2,31,2022-10-21,Morning,828,29,0.6,"Material, Process Issue"
5568,1,30,2022-11-19,Morning,1053,43,0.31,"Machine, Material"
5569,4,42,2021-02-20,Morning,1220,23,0.07,Human Error
5570,2,34,2022-08-06,Night,845,41,1.46,"Machine, Process Issue"
5571,1,52,2020-06-05,Afternoon,1461,72,1.41,"Process Issue, Material"
5572,4,36,2022-07-08,Night,1981,96,0.3,Process Issue
5573,2,52,2022-02-13,Afternoon,639,31,0.47,"Human Error, Machine, Material"
5574,4,2,2022-05-25,Night,1088,32,1.3,"Human Error, Machine"
5575,4,23,2020-03-01,Night,909,26,1.66,"Human Error, Machine, Material"
5576,5,3,2022-06-14,Morning,1747,82,0.21,Human Error
5577,4,35,2021-09-06,Night,1999,69,1.45,"Machine, Human Error, Process Issue"
5578,2,35,2020-03-12,Afternoon,1716,81,0.58,"Human Error, Machine, Material"
5579,3,10,2021-09-28,Morning,832,14,0.55,"Process Issue, Machine, Material"
5580,5,22,2021-07-09,Night,1833,29,0.81,"Human Error, Process Issue, Material"
5581,4,20,2020-09-28,Afternoon,1676,78,1.14,Machine
5582,4,30,2021-08-03,Morning,1570,56,0.61,Human Error
5583,3,41,2020-03-08,Night,512,25,1.91,Machine
5584,4,24,2021-06-03,Morning,1894,24,1.84,"Process Issue, Material"
5585,3,22,2020-04-15,Afternoon,683,9,1.31,"Process Issue, Machine, Material"
5586,2,7,2020-03-06,Morning,1822,29,1.59,"Human Error, Machine, Material"
5587,4,5,2020-09-18,Afternoon,834,27,1.22,Human Error
5588,2,20,2022-10-05,Morning,606,8,0.72,Human Error
5589,4,52,2020-12-10,Night,1545,31,1.25,Machine
5590,5,14,2022-08-04,Morning,1169,18,0.23,Machine
5591,1,47,2022-07-28,Morning,1048,42,1.96,Machine
5592,3,40,2022-12-04,Morning,1072,38,1.94,Material
5593,2,5,2020-02-14,Night,716,18,1.39,Machine
5594,2,5,2022-10-28,Morning,996,13,0.72,"Human Error, Process Issue"
5595,1,48,2021-04-14,Night,1874,66,1.59,"Process Issue, Material"
5596,4,15,2022-12-02,Night,829,39,0.87,"Human Error, Process Issue, Machine"
5597,1,23,2020-11-05,Afternoon,659,13,0.64,"Material, Human Error, Process Issue"
5598,4,4,2020-09-04,Afternoon,1086,35,0.79,Machine
5599,1,15,2021-09-04,Morning,1432,22,1.64,Material
5600,5,29,2020-03-25,Morning,1996,32,0.25,Material
5601,5,30,2022-05-31,Morning,1118,38,1.02,Machine
5602,5,22,2020-06-25,Morning,1484,22,0.63,"Machine, Process Issue, Human Error"
5603,4,21,2021-02-09,Afternoon,1956,61,1.4,"Process Issue, Human Error"
5604,2,3,2021-07-01,Afternoon,1687,56,1.0,Material
5605,5,21,2020-02-21,Afternoon,579,17,1.31,"Human Error, Machine"
5606,1,15,2020-06-16,Night,574,8,0.59,Material
5607,4,40,2022-03-15,Morning,1632,17,0.89,"Material, Process Issue"
5608,3,17,2021-08-28,Morning,1522,70,1.82,"Machine, Material"
5609,3,43,2022-01-05,Night,571,16,1.3,"Human Error, Process Issue, Machine"
5610,5,14,2021-03-11,Morning,1781,47,0.75,"Material, Human Error, Process Issue"
5611,4,31,2020-01-18,Morning,898,40,1.13,Material
5612,3,39,2022-03-03,Night,1509,69,0.49,"Machine, Human Error, Material"
5613,2,13,2021-05-13,Night,1849,46,1.48,Machine
5614,2,22,2022-04-28,Afternoon,1880,66,1.4,Human Error
5615,4,34,2021-12-23,Night,1798,68,1.05,Human Error
5616,1,12,2022-03-26,Afternoon,1627,54,0.13,"Material, Machine, Human Error"
5617,2,44,2021-08-19,Night,1141,48,1.38,"Material, Process Issue, Human Error"
5618,4,47,2022-03-20,Night,953,32,0.36,"Machine, Human Error, Material"
5619,4,50,2022-03-18,Morning,1892,68,1.46,"Human Error, Machine, Process Issue"
5620,1,6,2021-04-16,Morning,630,10,1.17,Machine
5621,4,24,2020-12-13,Night,665,25,1.73,"Process Issue, Material"
5622,5,18,2021-12-12,Night,1026,16,0.68,Process Issue
5623,4,19,2020-05-26,Afternoon,1838,73,1.26,Material
5624,4,11,2020-08-17,Morning,860,39,1.73,Machine
5625,4,36,2022-07-11,Morning,1614,54,0.05,"Process Issue, Human Error"
5626,1,39,2021-11-09,Morning,597,24,0.54,Human Error
5627,3,42,2020-04-08,Afternoon,1504,65,1.44,"Process Issue, Human Error"
5628,1,46,2020-07-31,Afternoon,775,29,0.96,"Material, Human Error"
5629,2,28,2022-05-07,Night,1037,15,0.94,"Machine, Process Issue, Human Error"
5630,4,45,2021-09-07,Morning,1648,64,1.56,Machine
5631,2,42,2021-09-27,Night,998,20,0.67,Material
5632,4,11,2021-07-10,Afternoon,1394,65,1.51,Human Error
5633,3,41,2022-04-10,Afternoon,553,16,1.99,"Process Issue, Material"
5634,1,39,2020-02-05,Afternoon,672,11,1.48,"Process Issue, Human Error, Machine"
5635,4,21,2020-04-19,Afternoon,854,28,1.12,"Machine, Material, Human Error"
5636,2,40,2020-02-02,Afternoon,1132,32,0.57,"Material, Process Issue, Machine"
5637,4,25,2022-05-26,Night,1266,17,0.68,"Human Error, Machine, Material"
5638,4,40,2022-08-05,Morning,619,12,1.11,"Machine, Human Error, Material"
5639,5,41,2020-07-22,Night,510,11,1.44,"Process Issue, Human Error"
5640,2,51,2022-07-15,Afternoon,1500,35,1.24,Material
5641,1,8,2022-09-26,Morning,758,10,1.48,"Human Error, Material"
5642,4,33,2022-02-10,Night,1954,45,1.72,Process Issue
5643,2,12,2022-02-10,Night,1560,31,1.81,Material
5644,2,52,2022-03-17,Night,1697,74,0.71,"Process Issue, Human Error, Machine"
5645,2,39,2020-01-08,Night,1728,46,0.67,"Machine, Process Issue"
5646,3,13,2021-08-13,Night,1611,70,1.66,"Process Issue, Human Error"
5647,5,19,2022-07-20,Afternoon,1873,43,1.39,"Machine, Process Issue"
5648,4,7,2022-09-22,Night,1356,37,1.35,"Material, Process Issue, Human Error"
5649,4,26,2020-07-15,Night,643,16,0.52,"Process Issue, Machine"
5650,2,12,2022-10-23,Afternoon,1231,22,0.01,"Process Issue, Material"
5651,1,43,2020-09-03,Night,1418,66,1.3,Material
5652,2,29,2020-05-14,Night,1807,86,1.9,Material
5653,4,25,2021-06-23,Morning,1673,75,1.21,"Machine, Process Issue, Human Error"
5654,4,9,2021-11-16,Afternoon,1189,14,1.56,"Machine, Material, Process Issue"
5655,2,5,2022-04-19,Afternoon,1049,27,0.58,Human Error
5656,2,16,2020-01-16,Night,1823,46,0.19,Process Issue
5657,1,6,2020-04-08,Night,829,35,0.18,"Human Error, Machine, Material"
5658,5,43,2020-12-21,Morning,824,20,0.32,"Human Error, Process Issue, Machine"
5659,2,51,2021-02-01,Morning,1201,59,0.49,"Machine, Process Issue, Material"
5660,2,29,2020-07-04,Night,1510,69,1.29,"Human Error, Machine, Process Issue"
5661,3,40,2022-08-30,Afternoon,925,10,1.19,"Process Issue, Material, Machine"
5662,1,19,2022-11-01,Afternoon,1809,77,0.39,"Process Issue, Material"
5663,4,19,2022-08-25,Night,656,23,1.15,Process Issue
5664,3,33,2022-08-13,Afternoon,1104,18,0.93,"Machine, Human Error"
5665,1,42,2020-05-05,Afternoon,1737,20,1.65,"Material, Human Error"
5666,1,9,2021-03-28,Morning,1923,25,1.93,"Process Issue, Machine, Material"
5667,4,20,2022-02-09,Night,936,25,0.99,"Process Issue, Machine, Human Error"
5668,5,47,2020-07-03,Afternoon,957,35,0.75,"Machine, Human Error, Process Issue"
5669,5,45,2022-02-12,Night,1093,38,0.17,"Process Issue, Human Error, Machine"
5670,4,28,2021-08-07,Afternoon,559,23,0.56,"Human Error, Material"
5671,5,24,2021-03-13,Afternoon,1557,49,0.14,Machine
5672,4,5,2020-10-22,Afternoon,1145,23,0.45,Process Issue
5673,5,8,2022-02-06,Night,1463,45,0.43,"Process Issue, Material"
5674,2,25,2020-12-05,Morning,825,26,1.87,Machine
5675,3,7,2022-03-14,Morning,558,8,1.47,"Process Issue, Machine, Material"
5676,2,41,2021-08-02,Morning,1922,41,1.35,"Process Issue, Human Error"
5677,4,25,2020-05-08,Afternoon,1891,92,0.36,"Material, Process Issue"
5678,2,19,2022-05-28,Afternoon,556,25,1.81,"Process Issue, Material"
5679,4,2,2020-05-15,Morning,1220,46,1.55,"Human Error, Material, Machine"
5680,2,11,2020-07-21,Afternoon,695,16,1.54,Human Error
5681,4,5,2021-03-04,Night,794,37,0.43,"Material, Human Error"
5682,4,47,2022-10-31,Morning,1707,71,1.99,Human Error
5683,4,4,2021-12-08,Morning,1559,36,1.76,"Material, Process Issue"
5684,1,24,2022-12-17,Morning,1656,61,1.92,"Human Error, Machine"
5685,4,27,2022-07-31,Night,1366,39,1.78,"Process Issue, Human Error, Machine"
5686,4,48,2022-03-29,Morning,1571,37,1.13,Machine
5687,5,50,2022-08-02,Night,890,34,1.68,"Human Error, Process Issue, Material"
5688,5,27,2021-01-08,Afternoon,1544,38,1.11,Machine
5689,3,39,2022-11-16,Morning,664,19,0.16,"Machine, Material"
5690,4,44,2022-07-24,Afternoon,510,19,1.45,"Machine, Process Issue, Material"
5691,3,1,2020-06-16,Afternoon,1301,63,0.66,"Material, Process Issue"
5692,2,32,2020-05-18,Morning,1758,44,1.5,"Process Issue, Human Error, Material"
5693,2,41,2020-02-28,Night,1833,26,0.05,Material
5694,4,46,2022-12-22,Morning,1949,63,1.11,"Human Error, Material"
5695,2,21,2022-02-10,Morning,1687,60,0.83,Human Error
5696,4,38,2022-08-02,Night,938,13,1.1,"Human Error, Process Issue"
5697,2,1,2022-03-26,Afternoon,1496,32,0.61,"Human Error, Material, Machine"
5698,4,22,2020-03-07,Afternoon,1294,30,1.86,Human Error
5699,4,42,2021-02-25,Night,1560,50,0.11,"Process Issue, Material"
5700,2,52,2022-06-16,Afternoon,1212,61,0.33,Machine
5701,2,12,2020-04-01,Morning,1756,29,0.33,"Process Issue, Material"
5702,3,40,2020-11-06,Morning,1041,36,0.34,"Machine, Material"
5703,2,52,2021-02-23,Night,952,34,1.69,"Material, Human Error, Process Issue"
5704,2,44,2022-11-14,Morning,1507,45,0.07,Machine
5705,2,36,2022-09-30,Night,1764,38,1.4,Material
5706,1,19,2020-10-31,Morning,1811,75,0.49,"Human Error, Material, Machine"
5707,3,16,2022-01-04,Morning,717,21,0.22,"Human Error, Machine, Process Issue"
5708,2,10,2020-03-22,Night,670,11,0.7,Process Issue
5709,1,18,2021-01-03,Night,1303,42,1.17,"Machine, Human Error"
5710,2,51,2020-02-27,Afternoon,986,45,0.91,"Machine, Process Issue, Human Error"
5711,3,19,2020-09-11,Night,1959,81,0.87,Machine
5712,4,42,2020-06-26,Morning,1959,64,0.74,Material
5713,1,11,2021-02-05,Afternoon,1185,49,1.47,"Machine, Process Issue"
5714,4,4,2022-09-14,Morning,1347,37,1.11,"Material, Human Error"
5715,4,34,2022-06-23,Night,600,29,0.6,"Human Error, Process Issue"
5716,3,11,2021-05-22,Morning,1198,51,1.23,"Machine, Human Error, Process Issue"
5717,2,38,2020-05-17,Night,1251,24,1.05,"Material, Process Issue, Human Error"
5718,5,6,2020-05-08,Night,693,31,1.26,Machine
5719,1,48,2022-02-05,Afternoon,1824,70,0.82,Human Error
5720,2,5,2020-11-24,Morning,1629,63,1.7,"Material, Process Issue, Machine"
5721,4,3,2021-04-21,Morning,1502,69,1.77,Human Error
5722,2,49,2021-05-02,Afternoon,1558,37,0.83,"Material, Human Error"
5723,4,11,2021-05-28,Morning,893,11,1.1,"Process Issue, Human Error"
5724,4,46,2022-01-26,Night,1295,34,1.65,"Human Error, Process Issue, Material"
5725,4,33,2020-03-10,Night,774,16,0.23,Human Error
5726,2,16,2022-06-19,Afternoon,1148,44,1.56,"Machine, Material"
5727,1,39,2020-10-25,Afternoon,1189,25,1.67,Human Error
5728,4,8,2021-07-23,Morning,1405,51,1.96,Human Error
5729,3,2,2022-03-29,Afternoon,1261,60,1.8,Human Error
5730,1,38,2020-02-28,Afternoon,804,10,1.68,"Process Issue, Human Error, Machine"
5731,4,12,2020-06-15,Afternoon,1093,38,0.5,"Machine, Human Error, Process Issue"
5732,1,16,2021-06-08,Afternoon,539,9,1.02,"Material, Human Error, Machine"
5733,2,12,2021-11-29,Morning,1803,47,1.69,"Process Issue, Material, Machine"
5734,2,27,2021-10-16,Afternoon,1017,23,1.52,"Human Error, Machine, Process Issue"
5735,4,31,2021-12-19,Morning,820,18,1.59,"Material, Human Error, Process Issue"
5736,3,32,2021-03-02,Afternoon,973,38,1.4,"Machine, Material, Human Error"
5737,3,10,2021-09-10,Night,1051,24,0.73,Material
5738,2,5,2021-08-15,Morning,1135,48,0.1,Human Error
5739,2,50,2022-06-01,Night,1314,34,1.41,"Process Issue, Machine, Material"
5740,4,34,2022-08-26,Afternoon,1422,70,1.73,"Process Issue, Human Error"
5741,2,4,2021-04-05,Night,1168,40,0.6,"Process Issue, Machine, Human Error"
5742,4,48,2022-04-24,Afternoon,1711,19,1.61,"Human Error, Process Issue"
5743,5,33,2022-05-07,Night,1647,64,0.71,"Machine, Human Error"
5744,3,35,2021-02-25,Afternoon,821,31,0.19,"Material, Human Error, Machine"
5745,4,52,2022-08-18,Night,698,28,1.18,Material
5746,4,27,2021-03-09,Night,1340,60,1.64,Process Issue
5747,1,13,2020-12-12,Morning,1488,66,1.4,"Material, Human Error, Process Issue"
5748,2,5,2021-06-09,Afternoon,1856,52,1.78,"Material, Process Issue, Machine"
5749,3,16,2020-12-25,Night,1138,31,1.17,Process Issue
5750,5,32,2020-12-02,Morning,657,24,1.9,"Material, Process Issue, Machine"
5751,2,7,2021-10-27,Night,897,17,0.02,Machine
5752,1,16,2020-01-08,Night,559,28,1.39,"Material, Machine, Human Error"
5753,3,5,2021-08-27,Afternoon,1708,47,1.82,Material
5754,1,13,2021-07-05,Morning,1754,23,0.36,"Human Error, Process Issue"
5755,3,24,2021-07-02,Morning,1710,52,1.12,Material
5756,4,11,2020-10-29,Morning,1195,48,0.57,Material
5757,3,17,2022-03-31,Afternoon,1995,62,0.38,"Material, Process Issue"
5758,1,49,2022-12-19,Morning,1565,30,1.35,Process Issue
5759,5,18,2022-10-20,Afternoon,684,12,1.32,"Machine, Human Error"
5760,2,31,2022-11-18,Afternoon,1246,47,1.7,Machine
5761,1,1,2020-02-24,Night,1508,51,0.38,Material
5762,2,3,2022-04-27,Night,1333,16,0.62,Machine
5763,5,22,2021-01-21,Morning,675,32,1.79,"Material, Human Error"
5764,5,41,2021-11-16,Night,1808,69,0.89,"Process Issue, Machine, Human Error"
5765,2,9,2020-09-04,Morning,1434,51,1.12,"Human Error, Material"
5766,4,21,2020-09-12,Night,724,16,0.48,"Material, Process Issue, Human Error"
5767,3,13,2020-12-06,Night,1348,19,1.61,"Machine, Human Error, Process Issue"
5768,2,28,2022-12-28,Night,1237,43,0.53,Human Error
5769,4,28,2022-09-13,Afternoon,1418,20,0.61,Material
5770,2,36,2020-09-17,Afternoon,1386,22,0.46,"Human Error, Machine"
5771,2,12,2020-12-26,Night,1993,33,1.36,Process Issue
5772,4,15,2020-10-10,Afternoon,787,24,0.02,"Machine, Material, Process Issue"
5773,1,2,2021-06-09,Night,1365,39,0.62,"Machine, Process Issue"
5774,4,10,2020-10-11,Morning,987,33,0.44,Process Issue
5775,3,1,2021-11-24,Morning,1576,56,1.18,"Process Issue, Machine"
5776,5,46,2021-05-17,Afternoon,1437,29,1.49,"Human Error, Material, Machine"
5777,2,50,2020-06-19,Night,695,35,0.2,Human Error
5778,4,3,2020-06-12,Night,1319,21,1.22,Machine
5779,5,8,2022-10-30,Night,1444,59,1.71,"Human Error, Machine, Process Issue"
5780,4,38,2021-01-02,Afternoon,1853,71,0.25,"Machine, Process Issue"
5781,4,26,2022-05-12,Morning,1739,67,0.39,"Human Error, Process Issue"
5782,1,5,2020-01-08,Night,771,32,0.14,"Machine, Human Error, Material"
5783,5,19,2022-06-19,Afternoon,955,24,1.36,"Machine, Human Error"
5784,3,17,2020-07-02,Night,1499,47,0.24,"Machine, Material"
5785,1,16,2020-11-09,Night,1639,44,0.04,Machine
5786,1,4,2022-09-21,Afternoon,662,9,0.44,"Material, Machine, Human Error"
5787,2,7,2021-03-21,Morning,1511,18,0.03,"Machine, Human Error, Process Issue"
5788,4,38,2020-10-20,Afternoon,1146,47,1.9,"Material, Machine"
5789,4,37,2022-08-25,Afternoon,1544,66,0.75,"Process Issue, Machine"
5790,1,41,2020-03-22,Night,1007,14,1.73,Human Error
5791,4,24,2020-05-08,Morning,1765,78,1.3,"Process Issue, Material"
5792,3,40,2020-05-04,Afternoon,1495,67,0.83,"Material, Human Error"
5793,4,43,2022-02-18,Night,1021,48,0.87,Machine
5794,1,10,2020-06-06,Morning,1598,72,0.63,"Human Error, Machine"
5795,4,33,2022-10-05,Night,1820,23,0.47,"Material, Machine, Process Issue"
5796,4,8,2022-01-19,Night,568,23,0.14,"Human Error, Process Issue, Machine"
5797,1,8,2020-02-28,Night,1353,33,0.43,"Human Error, Material"
5798,5,2,2020-10-12,Morning,1337,38,0.13,Material
5799,4,46,2022-08-14,Night,614,8,1.69,Process Issue
5800,4,25,2022-03-03,Afternoon,1876,40,1.71,"Machine, Human Error, Material"
5801,4,38,2022-09-15,Afternoon,1497,64,0.4,Material
5802,1,13,2020-08-13,Night,1966,50,0.04,Process Issue
5803,3,2,2022-11-10,Morning,966,36,1.14,Machine
5804,4,46,2020-12-06,Night,560,22,1.44,"Process Issue, Machine"
5805,1,8,2020-06-03,Night,1538,59,1.76,"Material, Human Error, Process Issue"
5806,1,35,2021-01-06,Night,1015,19,0.99,"Human Error, Material, Machine"
5807,2,31,2020-10-07,Afternoon,1922,71,1.66,Process Issue
5808,1,26,2022-07-01,Afternoon,1923,32,1.18,Human Error
5809,3,8,2020-04-14,Morning,668,24,0.38,Machine
5810,3,40,2020-03-02,Morning,1667,23,1.53,"Process Issue, Machine, Human Error"
5811,1,48,2020-12-06,Afternoon,1772,65,0.87,"Human Error, Machine, Process Issue"
5812,2,20,2022-08-01,Night,1123,50,1.92,Process Issue
5813,2,12,2021-11-21,Morning,993,13,0.95,"Process Issue, Human Error, Machine"
5814,1,11,2020-02-12,Night,766,18,1.67,Material
5815,4,18,2021-01-19,Afternoon,996,19,1.23,"Material, Process Issue, Machine"
5816,1,13,2022-05-07,Morning,538,9,0.62,"Machine, Material"
5817,1,50,2022-04-24,Morning,1247,45,1.89,"Human Error, Material, Process Issue"
5818,5,13,2020-10-15,Night,628,21,0.29,"Machine, Material"
5819,2,48,2021-04-25,Night,1005,32,0.16,Material
5820,1,5,2020-08-03,Night,1622,41,0.22,"Machine, Human Error"
5821,3,2,2021-04-13,Afternoon,736,29,0.52,Machine
5822,4,38,2020-02-01,Afternoon,501,6,0.82,"Human Error, Material, Process Issue"
5823,2,36,2020-05-28,Night,1298,64,0.86,Material
5824,4,27,2020-12-22,Morning,1375,46,1.78,"Material, Machine, Human Error"
5825,3,17,2020-02-16,Night,1685,62,0.51,"Machine, Human Error"
5826,4,42,2021-03-16,Afternoon,1328,47,0.9,"Material, Process Issue"
5827,1,44,2021-11-25,Morning,1445,52,1.39,"Material, Process Issue, Machine"
5828,2,17,2022-04-11,Afternoon,1164,54,1.22,"Human Error, Material, Machine"
5829,1,39,2022-10-13,Morning,1659,27,0.93,"Process Issue, Machine"
5830,4,42,2022-07-22,Afternoon,1272,51,2.0,"Machine, Material, Process Issue"
5831,2,7,2022-07-10,Afternoon,1902,86,0.88,"Human Error, Process Issue"
5832,2,43,2020-02-01,Night,1494,31,0.34,"Process Issue, Machine"
5833,2,3,2022-09-17,Morning,1488,25,1.75,Human Error
5834,4,39,2022-05-20,Morning,1430,34,0.84,"Material, Process Issue"
5835,2,16,2022-07-25,Morning,2000,65,0.52,Machine
5836,1,33,2021-08-11,Morning,1105,21,0.27,"Human Error, Process Issue, Material"
5837,4,26,2022-02-07,Morning,1844,75,1.18,Process Issue
5838,3,44,2020-02-28,Morning,1671,20,1.74,Human Error
5839,2,10,2021-05-21,Night,1043,36,1.39,"Process Issue, Human Error"
5840,2,2,2021-01-06,Morning,1389,60,1.57,"Human Error, Machine"
5841,4,48,2021-10-25,Night,848,20,1.9,Material
5842,1,38,2020-07-02,Night,1978,75,1.82,"Human Error, Process Issue"
5843,4,14,2021-08-02,Morning,1518,27,1.26,"Machine, Process Issue"
5844,1,9,2022-02-21,Afternoon,1685,81,0.54,"Machine, Material, Human Error"
5845,4,2,2022-12-26,Night,1414,35,0.42,Human Error
5846,4,4,2020-06-17,Night,1860,61,1.71,"Human Error, Machine, Process Issue"
5847,4,14,2020-08-20,Afternoon,1276,22,1.02,Process Issue
5848,4,32,2021-09-29,Night,878,37,0.49,Machine
5849,1,47,2022-04-10,Afternoon,540,11,1.37,"Machine, Human Error"
5850,2,51,2020-10-31,Afternoon,1208,46,0.52,"Human Error, Process Issue, Machine"
5851,1,40,2020-08-22,Afternoon,1981,33,0.12,Process Issue
5852,4,19,2020-05-05,Night,997,40,0.49,"Material, Process Issue, Machine"
5853,2,30,2020-04-21,Morning,1881,23,0.83,Material
5854,3,23,2022-04-09,Afternoon,1326,37,1.32,"Machine, Human Error"
5855,4,12,2022-01-05,Night,1882,90,0.58,"Human Error, Process Issue, Machine"
5856,1,5,2021-10-25,Afternoon,653,12,0.92,"Machine, Process Issue, Human Error"
5857,4,17,2020-08-03,Night,887,12,0.61,Human Error
5858,1,38,2021-11-16,Morning,632,20,0.15,"Material, Process Issue"
5859,4,25,2021-10-27,Morning,623,20,0.38,"Machine, Material"
5860,3,30,2020-05-23,Afternoon,1781,55,1.78,"Material, Human Error"
5861,1,49,2022-01-14,Morning,1223,19,1.6,"Human Error, Machine"
5862,4,50,2020-11-06,Night,644,9,1.44,Material
5863,5,34,2021-10-01,Morning,1558,29,1.12,"Human Error, Material, Process Issue"
5864,2,10,2022-12-18,Night,727,14,1.9,"Material, Human Error, Process Issue"
5865,4,27,2021-01-27,Morning,742,12,1.78,Machine
5866,2,43,2022-11-23,Morning,1534,41,0.0,"Human Error, Process Issue, Material"
5867,1,47,2021-03-23,Afternoon,855,35,1.07,"Human Error, Machine"
5868,2,2,2021-09-29,Afternoon,946,9,1.59,"Machine, Material"
5869,1,51,2022-03-27,Morning,1731,39,0.52,"Machine, Material"
5870,1,11,2020-12-13,Morning,1900,63,0.56,Material
5871,4,5,2022-11-20,Afternoon,840,40,0.5,Human Error
5872,1,45,2020-09-16,Night,1239,18,1.45,"Machine, Human Error, Material"
5873,4,7,2022-11-27,Night,1757,32,0.86,"Process Issue, Machine, Human Error"
5874,2,23,2020-08-20,Afternoon,1224,39,1.38,"Human Error, Machine, Material"
5875,2,18,2022-01-23,Afternoon,561,28,1.13,"Human Error, Material"
5876,1,46,2020-02-15,Night,1669,77,1.53,"Human Error, Process Issue"
5877,4,12,2020-11-04,Afternoon,719,10,0.06,Machine
5878,2,8,2020-02-06,Morning,838,16,1.68,"Human Error, Machine"
5879,2,26,2022-05-10,Afternoon,1822,49,0.45,"Machine, Material"
5880,5,6,2022-01-19,Afternoon,836,23,1.05,"Machine, Material, Human Error"
5881,5,45,2021-10-10,Afternoon,1031,15,1.44,"Human Error, Machine, Material"
5882,3,2,2022-02-23,Morning,1894,28,0.48,Process Issue
5883,4,10,2020-03-01,Morning,1001,32,0.01,"Material, Process Issue"
5884,5,52,2022-10-15,Afternoon,1459,25,0.61,"Human Error, Machine, Material"
5885,3,19,2022-03-04,Night,712,11,0.49,"Process Issue, Human Error, Machine"
5886,2,42,2021-11-27,Morning,1198,15,0.73,"Human Error, Material"
5887,3,33,2022-04-07,Afternoon,1278,20,0.41,"Human Error, Machine"
5888,3,6,2022-10-27,Morning,1503,33,1.15,"Human Error, Machine"
5889,2,26,2022-09-01,Afternoon,894,16,0.99,"Process Issue, Human Error"
5890,1,34,2021-06-01,Morning,788,18,1.96,Process Issue
5891,4,10,2020-05-26,Night,1973,58,1.97,Material
5892,1,3,2022-11-13,Morning,1765,87,1.32,"Human Error, Machine"
5893,1,9,2020-05-21,Morning,1955,42,1.72,"Machine, Human Error"
5894,5,23,2021-09-26,Night,1392,50,0.47,"Process Issue, Machine, Human Error"
5895,4,52,2022-01-13,Night,1475,70,1.68,"Machine, Material"
5896,3,8,2021-05-23,Night,1719,28,1.19,"Machine, Human Error, Process Issue"
5897,1,24,2021-10-13,Afternoon,1448,39,0.98,"Machine, Material, Process Issue"
5898,1,42,2021-11-27,Night,1114,42,1.67,"Machine, Material"
5899,2,50,2020-05-05,Afternoon,1358,48,1.58,"Machine, Process Issue, Human Error"
5900,4,39,2021-06-24,Morning,1679,36,0.46,"Material, Machine"
5901,2,43,2022-02-26,Morning,663,15,1.16,"Machine, Process Issue, Material"
5902,2,29,2020-05-03,Afternoon,908,16,0.77,"Machine, Material"
5903,5,37,2022-07-02,Afternoon,1374,39,0.16,"Machine, Process Issue, Material"
5904,1,6,2021-05-01,Afternoon,714,30,0.87,"Process Issue, Human Error, Material"
5905,2,40,2020-07-21,Morning,672,23,1.19,"Material, Machine"
5906,1,45,2021-04-25,Morning,1866,50,0.01,"Machine, Material"
5907,5,1,2021-12-30,Night,1632,56,1.8,"Human Error, Process Issue, Machine"
5908,5,29,2022-08-18,Morning,523,24,0.55,Process Issue
5909,2,28,2021-09-11,Morning,1880,43,0.69,Process Issue
